,away_FT_goals,away_atk,away_corners,away_def,away_formation,away_fouls,away_gk,away_mid,away_red,away_shots,away_shots_target,away_team,away_yellow,date,home_FT_goals,home_atk,home_corners,home_def,home_formation,home_fouls,home_gk,home_mid,home_red,home_shots,home_shots_target,home_team,home_yellow,B365A,B365H,B365D
678,0,"['Gary Harkins', 'John Baird']",6,"['Gary Irvine', 'Lewis Toshney', 'Declan Gallacher', 'Matthew Lockwood']",4-4-2,8,['Steve Simonsen'],"['Mark Kerr', 'Kevin McBride', 'Jim McAllister', 'Kyle Benedictus']",0,5,1,Dundee FC,1,2013-05-18,0,"['Ross Caldwell', 'Leigh Griffiths']",9,"['Alan Maybury', 'Jordan Forster', 'Paul Hanlon', 'Ryan McGivern']",4-4-2,11,['Ben Williams'],"['Lewis Stevenson', 'Jorge Aaron Claros Juarez', 'Tom Taiwo', 'Alex Harris']",0,12,4,Hibernian,0,4.2,1.85,3.5
679,0,"['David Smith', 'Michael Ngoo']",7,"['Andy Webster', 'Kevin McHattie', 'Jamie Hamill', 'Dylan McGowan']",4-4-2,15,['Jamie MacDonald'],"['Mehdi Taouil', 'Dale Carrick', 'Jason Holt', 'Ryan Stevenson']",0,4,4,Hearts,2,2013-05-18,0,"['Niall McGinn', 'Cameron Smith']",11,"['Joe Shaughnessy', 'Clark Robertson', 'Isaac Osbourne', 'Mark Reynolds']",4-4-2,15,['Jamie Langfield'],"['Josh Magennis', 'Nicky Low', 'Gavin Rae', 'Jonathan Hayes']",0,12,6,Aberdeen,1,3.5,2.1,3.3
680,1,"['Esmael Goncalves', 'Sam Parkin']",3,"['Jim Goodwin', 'Paul Dummett', 'David Van Zanten', 'Marc McAusland']",4-4-2,3,['Craig Samson'],"['Paul McGowan', 'Kenny McLean', 'John McGinn', 'Conor Newton']",0,7,3,St Mirren,0,2013-05-18,1,"['Ross Davidson', 'Kris Boyd', 'Cillian Sheridan']",4,"['James Fowler', ""Mark O'Hara"", 'Lee Ashcroft', 'Rory McKeown']",4-3-3,9,['Cameron Bell'],"['Perez Pinas Diaz Borja', 'Christopher Johnston', 'Sammy Clingan']",0,2,1,Kilmarnock,0,2.8,2.5,3.3
681,0,"['Michael Higdon', 'Henrik Ojamaa']",4,"['Simon Ramsden', 'Steven Hammell', 'Fraser Kerr', 'Shaun Hutchinson']",4-4-2,9,['Lee Hollis'],"['Stewart Carswell', 'Nicholas Law', 'Keith Lasley', 'James McFadden']",0,7,5,Motherwell,0,2013-05-19,1,['Steven MacLean'],6,"['Gary Miller', 'Steven Anderson', 'David Mackay', 'Callum Davidson']",4-5-1,9,['Alan Mannus'],"['Nigel Hasselbaink', 'Chris Millar', 'Murray Davidson', 'Liam Craig', 'Rowan Vine']",0,14,4,St Johnstone,2,3.25,2.2,3.3
682,3,"['Gary Hooper', 'Georgios Samaras']",5,"['Mikael Lustig', 'Kelvin Wilson', 'Efe Ambrose', 'Emilio Izaguirre']",4-4-2,12,['Fraser Forster'],"['Pat McCourt', 'Scott Brown', 'Joseph Ledley', 'Kris Commons']",0,21,12,Celtic,0,2013-05-19,0,"['Stuart Armstrong', 'Gary Mackay-Steven', 'Rory Boulding']",3,"['Brian McLean', 'Jon Daly', 'John Souttar']",3-4-3,13,['Radoslaw Cierzniak'],"['Barry Douglas', 'John Rankin', 'Mark Millar', 'Willo Flood']",0,16,7,Dundee United,1,1.62,5.0,4.0
683,0,['Billy McKay'],4,"['David Raven', 'Graeme Shinnie', 'Chris Hogg', 'Josh Meekings']",4-4-1-1,7,['Antonio Reguero Chapinal'],"['Andrew Shinnie', 'Conor Pepper', 'Daniel Devine', 'Aaron Doran', 'Charlie Taylor']",0,8,3,Inverness C,3,2013-05-19,1,['Steffen Wohlfarth'],4,"['Andrew Hainault', 'Michael Kovacevic', 'Evangelos Ikonomou', 'Scott Boyd']",4-1-4-1,16,['Paul Gallacher'],"['Stuart Kettlewell', 'Iain Vigurs', 'Paul Lawson', 'Ivan Sproule', 'Mark Fotheringham']",0,15,8,Ross County,3,2.5,2.7,3.4
684,0,"['Nadir Ciftci', 'Ryan Gauld', 'David Goodwillie']",6,"['Keith Watson', 'Andrew Robertson', 'Sean Dillon', 'Paul Paton']",4-4-2,6,['Radoslaw Cierzniak'],"['Stuart Armstrong', 'Ryan Dow', 'Calum Butcher']",0,10,6,Dundee United,1,2013-08-02,0,"['Steven Lawless', 'James Craingen', 'Kris Doolan']",10,"[""Stephen O'Donnel"", 'Aaron Muirhead', 'Sean Welsh', 'Aaron Sinclair']",4-3-3,3,['Scott Fox'],"['Gary Fraser', 'Conrad Balatoni', 'Stuart Bannigan']",0,10,3,Partick,3,2.4,2.88,3.3
685,0,['Rory McKeown'],1,"['James Fowler', 'Darren Barr', 'Jeroen Tesselaar', 'Rory McKenzie']",4-4-2,4,['Craig Samson'],"['William Gross', 'Paul Heffernan', 'Gary Fisher', 'Christopher Johnston']",0,3,0,Kilmarnock,2,2013-08-03,1,"['Calvin Zola Makongo', 'Jonathan Hayes']",6,"['Clark Robertson', 'Willo Flood', 'Russell Anderson', 'Joe Shaughnessy']",4-4-2,9,['Jamie Langfield'],"['Ryan Jack', 'Barry Robson', 'Niall McGinn', 'Mark Reynolds']",0,4,2,Aberdeen,1,4.0,1.85,3.5
686,0,['Gary Harkins'],2,"['Marc McAusland', 'David Van Zanten', 'Thomas Reilly', 'Jim Goodwin']",4-4-2,8,['David Cornell'],"['Gary Teale', 'John McGinn', 'Steven Thompson', 'Paul McGowan']",0,6,2,St Mirren,3,2013-08-03,0,,1,"['Josh Meekings', 'David Raven', 'Graeme Shinnie', 'Richie Foran']",4-4-1-1,8,['Dean Brill'],"['James Vincent', 'Billy McKay', 'Ross Draper', 'Aaron Doran', 'Nick Ross']",0,6,3,Inverness C,1,3.9,1.95,3.4
687,1,['Graham Carey'],5,"['Brian McLean', 'Rocco Quinn', 'Ben Gordon', 'Michael Kovacevic']",4-5-1,16,['Mark Brown'],"['Grant Munro', 'Kevin Luckassen', 'Branislav Micic', 'Darren Maatsen', 'Stuart Kettlewell']",0,5,1,Ross County,1,2013-08-03,1,['Derk Boerrigter'],8,"['Scott Brown', 'Efe Ambrose', 'Mikael Lustig', 'Emilio Izaguirre']",4-4-1-1,7,['Fraser Forster'],"['Anthony Stokes', 'Joseph Ledley', 'Charles Mulgrew', 'James Forrest', 'Kris Commons']",0,25,9,Celtic,0,12.0,1.25,5.5
688,0,['Iain Vigurs'],5,"['Steven Hammell', 'Paul Lawson', 'Simon Ramsden', 'Shaun Hutchinson']",4-4-2,10,['Lee Hollis'],"['Keith Lasley', 'Robert McHugh', 'John Sutton', 'Stephen McManus', 'James McFadden']",0,11,4,Motherwell,2,2013-08-04,0,['Liam Craig'],5,"['Michael Nelson', 'Fraser Mullen', 'Lewis Stevenson', 'Scott Robertson']",4-5-1,9,['Ben Williams'],"['James Collins', 'Owain Tudor Jones', 'Paul Hanlon', 'Alex Harris', 'Kevin Thomson']",0,8,3,Hibernian,1,2.38,3.0,3.25
689,0,"['Callum Paterson', 'Jamie Walker']",5,"['Callum Tapping', 'Brad McKay', 'Jamie Hamill', 'Kevin McHattie']",4-4-2,15,['Jamie MacDonald'],"['Dylan McGowan', 'Scott Robinson', 'Danny Wilson', 'Ryan Stevenson']",0,2,0,Hearts,1,2013-08-04,1,"['David Wotherspoon', 'Steven MacLean']",7,"['Thomas Scobbie', 'Patrick Cregg', 'David Mackay', 'Gary Miller']",4-4-2,16,['Alan Mannus'],"['Gary McDonald', 'Steve May', 'Steven Anderson', 'Chris Millar']",0,11,3,St Johnstone,1,3.8,2.0,3.3
690,1,"['Stuart Bannigan', 'Kris Doolan']",6,"['Aaron Sinclair', ""Stephen O'Donnel"", 'Conrad Balatoni', 'Aaron Muirhead']",4-4-2,7,['Scott Fox'],"['Gary Fraser', 'Sean Welsh', 'Steven Lawless', 'James Craingen']",0,13,10,Partick,0,2013-08-10,0,['Orhan Mustafi'],6,"['Michael Kovacevic', 'Grant Munro', 'Ben Gordon', 'Brian McLean']",4-1-4-1,8,['Mark Brown'],"['Darren Maatsen', 'Branislav Micic', 'Rocco Quinn', 'Graham Carey', 'Stuart Kettlewell']",0,13,3,Ross County,1,3.75,2.0,3.3
691,1,"['Billy McKay', 'Richie Foran']",4,"['David Raven', 'Graeme Shinnie', 'Gary Warren', 'Josh Meekings']",4-4-2,9,['Dean Brill'],"['Nick Ross', 'James Vincent', 'Aaron Doran', 'Ross Draper']",0,13,2,Inverness C,3,2013-08-10,0,"['Chris Erskine', 'David Goodwillie']",0,"['Calum Butcher', 'Sean Dillon', 'Keith Watson', 'Andrew Robertson']",4-4-2,11,['Radoslaw Cierzniak'],"['Paul Paton', 'Gary Mackay-Steven', 'Stuart Armstrong', 'John Rankin']",0,4,2,Dundee United,2,2.88,2.3,3.25
692,0,['James Collins'],2,"['Michael Nelson', 'Fraser Mullen', 'Lewis Stevenson', 'Paul Hanlon']",4-5-1,16,['Ben Williams'],"['Owain Tudor Jones', 'Scott Robertson', 'Rowan Vine', 'Liam Craig', 'Kevin Thomson']",0,12,3,Hibernian,4,2013-08-11,0,['Callum Paterson'],5,"['Brad McKay', 'Dylan McGowan', 'Kevin McHattie', 'Danny Wilson']",4-4-1-1,20,['Jamie MacDonald'],"['Scott Robinson', 'Jamie Hamill', 'David Smith', 'Jason Holt', 'Ryan Stevenson']",0,9,4,Hearts,4,2.8,2.25,3.4
693,0,"['Rory Fallon', 'Steve May']",3,"['Steven Anderson', 'Frazer Wright', 'Thomas Scobbie', 'David Mackay']",4-4-2,15,['Alan Mannus'],"['Murray Davidson', 'Brian Easton', 'Gwion Edwards', 'Chris Millar']",0,7,2,St Johnstone,0,2013-08-11,0,"['Paul Heffernan', 'Kris Boyd']",4,"['Jeroen Tesselaar', 'Rory McKeown', ""Mark O'Hara"", 'Darren Barr']",4-4-2,12,['Craig Samson'],"['James Fowler', 'Ibrahim Rabiu', 'Rory McKenzie', 'Kyle Jacobs']",0,8,5,Kilmarnock,1,2.25,3.2,3.25
694,0,"['Calvin Zola Makongo', 'Niall McGinn']",4,"['Russell Anderson', 'Michael Hector', 'Mark Reynolds', 'Joe Shaughnessy']",4-4-2,15,['Jamie Langfield'],"['Ryan Jack', 'Jonathan Hayes', 'Willo Flood', 'Peter Pawlett']",0,9,3,Aberdeen,2,2013-08-11,1,"['John Sutton', 'Henri Anier']",3,"['Simon Ramsden', 'Shaun Hutchinson', 'Stephen McManus', 'Steven Hammell']",4-4-2,16,['Lee Hollis'],"['James McFadden', 'Keith Lasley', 'Iain Vigurs', 'Zaine Francis-Angol']",0,4,2,Motherwell,5,2.88,2.3,3.25
695,0,"['Callum Paterson', 'Jason Holt']",4,"['Danny Wilson', 'Kevin McHattie', 'Dylan McGowan', 'Brad McKay']",4-4-1-1,10,['Jamie MacDonald'],"['David Smith', 'Jamie Walker', 'Jamie Hamill', 'Scott Robinson']",0,11,4,Hearts,1,2013-08-16,0,"['Stuart Bannigan', 'Kris Doolan']",4,"[""Stephen O'Donnel"", 'Aaron Muirhead', 'Conrad Balatoni', 'Aaron Sinclair']",4-4-2,10,['Scott Fox'],"['Sean Welsh', 'Steven Lawless', 'James Craingen', 'Gary Fraser']",0,15,5,Partick,1,3.5,2.15,3.2
696,0,"['Steven Ross', 'Graham Carey']",4,"['Steven Saunders', 'Scott Boyd', 'Branislav Micic', 'Ben Gordon']",4-4-2,19,['Mark Brown'],"['Rocco Quinn', 'Richard Brittain', 'Melvin de Leeuw', 'Ivan Sproule']",0,2,0,Ross County,4,2013-08-17,2,"['Steven MacLean', 'Steve May']",5,"['Gary McDonald', 'Steven Anderson', 'Frazer Wright', 'Thomas Scobbie']",4-4-2,9,['Steve Banks'],"['Nigel Hasselbaink', 'David Wotherspoon', 'Murray Davidson', 'Patrick Cregg']",0,17,6,St Johnstone,0,4.2,1.85,3.5
697,0,['John Sutton'],6,"['Simon Ramsden', 'Shaun Hutchinson', 'Steven Hammell', 'Stephen McManus']",4-4-2,9,['Lee Hollis'],"['Paul Lawson', 'Keith Lasley', 'Iain Vigurs', 'Robert McHugh', 'James McFadden']",0,13,3,Motherwell,1,2013-08-17,2,['James Vincent'],2,"['David Raven', 'Gary Warren', 'Josh Meekings', 'Graeme Shinnie']",4-4-1-1,9,['Dean Brill'],"['Ross Draper', 'Richie Foran', 'Nick Ross', 'Billy McKay', 'Aaron Doran']",0,13,4,Inverness C,2,3.0,2.38,3.25
698,1,['Georgios Samaras'],7,"['Steven Mouyokolo', 'Efe Ambrose', 'Adam Matthews', 'Emilio Izaguirre']",4-4-1-1,9,['Fraser Forster'],"['Charles Mulgrew', 'Joseph Ledley', 'Kris Commons', 'Biram Kayal', 'Scott Brown']",0,11,4,Celtic,3,2013-08-17,0,"['Calvin Zola Makongo', 'Niall McGinn']",1,"['Joe Shaughnessy', 'Russell Anderson', 'Michael Hector', 'Mark Reynolds']",4-4-2,8,['Jamie Langfield'],"['Peter Pawlett', 'Willo Flood', 'Ryan Jack', 'Jonathan Hayes']",1,3,2,Aberdeen,2,1.91,4.2,3.3
699,0,['Paul Heffernan'],3,"['Darren Barr', 'Jeroen Tesselaar', 'Rory McKenzie', 'Sean Clohessy']",4-4-2,12,['Craig Samson'],"['Jackson Irvine', 'Barry Nicholson', 'Kyle Jacobs', 'Ibrahim Rabiu', 'Kris Boyd']",1,7,3,Kilmarnock,0,2013-08-17,0,['Steven Thompson'],4,"['Jon Robertson', 'Marc McAusland', 'Jim Goodwin', 'Danny Grainger']",4-4-1-1,11,['David Cornell'],"['Paul McGowan', 'Kenny McLean', 'Gary Harkins', 'Conor Newton', 'Gary Teale']",0,12,5,St Mirren,1,3.1,2.3,3.3
700,1,"['Ryan Dow', 'David Goodwillie']",7,"['Andrew Robertson', 'Gavin Gunning', 'Calum Butcher', 'Sean Dillon']",4-4-2,11,['Radoslaw Cierzniak'],"['John Rankin', 'Gary Mackay-Steven', 'Stuart Armstrong', 'Paul Paton']",1,10,2,Dundee United,2,2013-08-17,0,"['Rowan Vine', 'James Collins']",6,"['Fraser Mullen', 'Michael Nelson', 'Paul Hanlon', 'Lewis Stevenson']",4-4-2,13,['Ben Williams'],"['Scott Robertson', 'Daniel Handling', 'Kevin Thomson', 'Liam Craig']",1,8,4,Hibernian,3,2.55,2.75,3.2
701,0,['Steven Thompson'],6,"['Jim Goodwin', 'Danny Grainger', 'Darren McGregor', 'Marc McAusland']",4-4-1-1,8,['David Cornell'],"['Conor Newton', 'Gary Teale', 'Gary Harkins', 'Paul McGowan', 'Kenny McLean']",0,12,5,St Mirren,1,2013-08-24,2,"['Graham Carey', 'Kevin Luckassen']",4,"['Michael Kovacevic', 'Brian McLean', 'Grant Munro', 'Ben Gordon']",4-4-2,18,['Mark Brown'],"['Stuart Kettlewell', 'Rocco Quinn', 'Ivan Sproule', 'Richard Brittain']",0,13,8,Ross County,1,2.8,2.5,3.2
702,2,"['Billy McKay', 'Nick Ross']",3,"['Gary Warren', 'Josh Meekings', 'David Raven', 'Graeme Shinnie']",4-4-2,8,['Dean Brill'],"['Ross Draper', 'Richie Foran', 'Aaron Doran', 'James Vincent']",0,7,3,Inverness C,1,2013-08-24,1,"['Anthony Watt', 'Amidio Balde']",11,"['Emilio Izaguirre', 'Adam Matthews', 'Efe Ambrose', 'Virgil van Dijk']",4-4-2,9,['Fraser Forster'],"['Biram Kayal', 'Scott Brown', 'Tomas Rogic', 'Charles Mulgrew']",0,21,7,Celtic,1,7.0,1.44,4.33
703,0,"['Steven MacLean', 'Nigel Hasselbaink', 'Steve May']",6,"['Frazer Wright', 'Steven Anderson', 'David Mackay', 'Thomas Scobbie']",4-3-3,8,['Steve Banks'],"['Murray Davidson', 'Patrick Cregg', 'David Wotherspoon']",0,4,1,St Johnstone,2,2013-08-24,3,['David Goodwillie'],10,"['Andrew Robertson', 'Keith Watson', 'Calum Butcher', 'Sean Dillon']",4-5-1,12,['Radoslaw Cierzniak'],"['John Rankin', 'Ryan Dow', 'Stuart Armstrong', 'Paul Paton', 'Gary Mackay-Steven']",0,10,6,Dundee United,2,2.63,2.63,3.25
704,0,"['Niall McGinn', 'Scott Vernon']",6,"['Joe Shaughnessy', 'Michael Hector', 'Mark Reynolds', 'Clark Robertson']",4-4-2,15,['Nicky Weaver'],"['Peter Pawlett', 'Willo Flood', 'Ryan Jack', 'Jonathan Hayes']",0,11,3,Aberdeen,2,2013-08-24,1,"['Callum Paterson', 'Billy King']",5,"['Brad McKay', 'Danny Wilson', 'Kevin McHattie', 'Dylan McGowan']",4-4-2,13,['Jamie MacDonald'],"['Scott Robinson', 'Jamie Walker', 'Jason Holt', 'Jamie Hamill']",1,10,4,Hearts,1,2.1,3.25,3.5
705,0,"['Rowan Vine', 'James Collins', 'Liam Craig']",3,"['Lewis Stevenson', 'Michael Nelson', 'Paul Hanlon', 'Ryan McGivern']",4-3-3,7,['Ben Williams'],"['Daniel Handling', 'Tom Taiwo', 'Owain Tudor Jones']",0,4,4,Hibernian,2,2013-08-24,1,"['Mark Stewart', 'Paul Heffernan']",6,"[""Mark O'Hara"", 'Jeroen Tesselaar', 'Sean Clohessy', 'Darren Barr']",4-4-2,7,['Craig Samson'],"['Ibrahim Rabiu', 'Barry Nicholson', 'Jackson Irvine', 'James Fowler']",0,8,3,Kilmarnock,1,3.1,2.3,3.25
706,0,"['Stuart Bannigan', 'Kris Doolan']",6,"['Aaron Muirhead', ""Stephen O'Donnel"", 'Conrad Balatoni', 'Aaron Sinclair']",4-4-2,7,['Scott Fox'],"['Gary Fraser', 'Steven Lawless', 'James Craingen', 'Isaac Osbourne']",0,9,4,Partick,3,2013-08-24,1,"['Henri Anier', 'John Sutton']",5,"['Stephen McManus', 'Steven Hammell', 'Simon Ramsden', 'Shaun Hutchinson']",4-4-2,11,['Lee Hollis'],"['Stewart Carswell', 'James McFadden', 'Keith Lasley', 'Zaine Francis-Angol']",0,16,5,Motherwell,3,3.4,2.1,3.4
707,0,"['Steven Lawless', 'John Baird']",11,"[""Stephen O'Donnel"", 'Aaron Muirhead', 'Aaron Sinclair', 'Conrad Balatoni']",4-4-2,8,['Scott Fox'],"['Kallum Higginbotham', 'James Craingen', 'Isaac Osbourne', 'Stuart Bannigan']",0,17,6,Partick,0,2013-08-31,0,"['Stephane Bahoken', 'Steven Thompson']",2,"['David van Zanten', 'Jim Goodwin', 'Marc McAusland', 'Danny Grainger']",4-4-2,8,['David Cornell'],"['Gary Harkins', 'Kenny McLean', 'John McGinn', 'Conor Newton']",0,10,3,St Mirren,0,2.8,2.5,3.3
708,1,"['Kris Boyd', 'William Gross', 'Rory McKenzie']",7,"['Jeroen Tesselaar', 'Sean Clohessy', 'Darren Barr', 'Jackson Irvine']",4-3-3,11,['Craig Samson'],"['Barry Nicholson', 'James Fowler', 'Kyle Jacobs']",0,11,4,Kilmarnock,2,2013-08-31,2,"['John Sutton', 'Henri Anier']",3,"['Stephen McManus', 'Steven Hammell', 'Simon Ramsden', 'Shaun Hutchinson']",4-4-2,13,['Lee Hollis'],"['Iain Vigurs', 'James McFadden', 'Stewart Carswell', 'Keith Lasley']",1,12,7,Motherwell,2,4.0,1.91,3.5
709,0,"['Jamie Walker', 'David Smith']",1,"['Brad McKay', 'Jamie Hamill', 'Jordan McGhee', 'Dylan McGowan']",4-4-2,11,['Jamie MacDonald'],"['Jason Holt', 'Callum Tapping', 'Scott Robinson', 'Callum Paterson']",1,3,0,Hearts,1,2013-08-31,2,['Billy McKay'],8,"['Gary Warren', 'Josh Meekings', 'David Raven', 'Graeme Shinnie']",4-4-1-1,13,['Dean Brill'],"['James Vincent', 'Nick Ross', 'Ross Draper', 'Richie Foran', 'Aaron Doran']",0,19,7,Inverness C,1,4.75,1.75,3.6
710,0,['Kevin Luckassen'],0,"['Michael Kovacevic', 'Brian McLean', 'Grant Munro', 'Ben Gordon']",4-5-1,15,['Mark Brown'],"['Ivan Sproule', 'Rocco Quinn', 'Richard Brittain', 'Stuart Kettlewell', 'Graham Carey']",0,11,2,Ross County,3,2013-08-31,0,"['James Collins', 'Rowan Vine']",4,"['Lewis Stevenson', 'Michael Nelson', 'Paul Hanlon', 'Ryan McGivern']",4-4-2,9,['Ben Williams'],"['Daniel Handling', 'Tom Taiwo', 'Owain Tudor Jones', 'Liam Craig']",0,8,1,Hibernian,0,2.88,2.38,3.4
711,0,['Steven MacLean'],6,"['Thomas Scobbie', 'David Mackay', 'Steven Anderson', 'Frazer Wright']",4-5-1,9,['Steve Banks'],"['Nigel Hasselbaink', 'Murray Davidson', 'Chris Millar', 'David Wotherspoon', 'Gary McDonald']",0,8,3,St Johnstone,2,2013-08-31,0,"['Niall McGinn', 'Josh Magennis']",12,"['Russell Anderson', 'Michael Hector', 'Clark Robertson', 'Joe Shaughnessy']",4-4-2,14,['Jamie Langfield'],"['Gregg Wylde', 'Mark Reynolds', 'Peter Pawlett', 'Ryan Jack']",0,17,5,Aberdeen,1,3.25,2.25,3.25
712,0,"['Kris Commons', 'Anthony Stokes']",5,"['Efe Ambrose', 'Adam Matthews', 'Emilio Izaguirre', 'Virgil van Dijk']",4-4-2,12,['Fraser Forster'],"['Scott Brown', 'Derk Boerrigter', 'Mikael Lustig', 'Joseph Ledley']",0,10,2,Celtic,1,2013-08-31,0,"['Nadir Ciftci', 'David Goodwillie']",3,"['Andrew Robertson', 'Sean Dillon', 'Gavin Gunning', 'Keith Watson']",4-4-2,11,['Radoslaw Cierzniak'],"['Stuart Armstrong', 'John Rankin', 'Paul Paton', 'Gary Mackay-Steven']",0,3,2,Dundee United,1,1.53,6.0,4.1
713,1,['Anthony Stokes'],11,"['Emilio Izaguirre', 'Virgil van Dijk', 'Efe Ambrose', 'Mikael Lustig']",4-4-1-1,13,['Fraser Forster'],"['Joseph Ledley', 'Derk Boerrigter', 'Kris Commons', 'Adam Matthews', 'Scott Brown']",0,10,4,Celtic,3,2013-09-14,0,['Callum Paterson'],2,"['Brad McKay', 'Kevin McHattie', 'Danny Wilson', 'Dylan McGowan']",4-4-1-1,9,['Jamie MacDonald'],"['Jamie Walker', 'Jamie Hamill', 'Billy King', 'Scott Robinson', 'Jason Holt']",0,6,3,Hearts,2,1.36,8.5,4.75
714,1,"['Billy McKay', 'Aaron Doran']",4,"['Graeme Shinnie', 'Josh Meekings', 'Gary Warren', 'David Raven']",4-4-2,14,['Dean Brill'],"['Ross Draper', 'James Vincent', 'Nick Ross', 'Richie Foran']",0,7,3,Inverness C,1,2013-09-14,0,"['Kris Boyd', 'Michael Gardyne']",7,"['Jeroen Tesselaar', 'Jackson Irvine', 'Sean Clohessy', 'Rory McKenzie']",4-4-2,9,['Craig Samson'],"['William Gross', 'Kyle Jacobs', 'James Fowler', 'Barry Nicholson']",0,7,4,Kilmarnock,1,1.95,3.8,3.5
715,2,"['Cameron Smith', 'Calvin Zola Makongo']",6,"['Mark Reynolds', 'Ryan Jack', 'Joe Shaughnessy', 'Andrew Considine']",4-4-2,10,['Jamie Langfield'],"['Michael Hector', 'Jonathan Hayes', 'Peter Pawlett', 'Gregg Wylde']",0,8,7,Aberdeen,2,2013-09-14,0,"['Steven Lawless', 'Kallum Higginbotham', 'John Baird']",4,"['Aaron Muirhead', 'Gabriel de la Vega', 'Aaron Sinclair', ""Stephen O'Donnel""]",4-3-3,3,['Scott Fox'],"['James Craingen', 'Sean Welsh', 'Stuart Bannigan']",0,9,4,Partick,1,2.7,2.6,3.25
716,1,"['James Collins', 'Paul Heffernan']",5,"['Paul Hanlon', 'Lewis Stevenson', 'Alan Maybury', 'Michael Nelson']",4-4-2,9,['Ben Williams'],"['Scott Robertson', 'Liam Craig', 'Kevin Thomson', 'Tom Taiwo']",0,12,4,Hibernian,3,2013-09-14,1,"['Steve May', 'Steven MacLean']",1,"['Frazer Wright', 'Thomas Scobbie', 'David Mackay', 'Steven Anderson']",4-4-2,18,['Alan Mannus'],"['Nigel Hasselbaink', 'David Wotherspoon', 'Murray Davidson', 'Patrick Cregg']",0,4,1,St Johnstone,3,4.33,1.83,3.5
717,1,"['Henri Anier', 'John Sutton']",3,"['Stephen McManus', 'Zaine Francis-Angol', 'Steven Hammell', 'Shaun Hutchinson']",4-4-2,12,['Lee Hollis'],"['Stewart Carswell', 'James McFadden', 'Keith Lasley', 'Iain Vigurs']",0,8,2,Motherwell,1,2013-09-14,0,"['Steven Thompson', 'Stephane Bahoken']",6,"['Darren McGregor', 'Marc McAusland', 'Jim Goodwin', 'Danny Grainger']",4-4-2,7,['David Cornell'],"['Gary Teale', 'Paul McGowan', 'Gary Harkins', 'Conor Newton']",0,7,1,St Mirren,2,2.15,3.4,3.3
718,3,"['Nadir Ciftci', 'Ryan Gauld']",9,"['John Souttar', 'Sean Dillon', 'Andrew Robertson', 'Keith Watson']",4-4-2,8,['Radoslaw Cierzniak'],"['Gary Mackay-Steven', 'Stuart Armstrong', 'Paul Paton', 'John Rankin']",0,14,10,Dundee United,0,2013-09-15,0,['Kevin Luckassen'],8,"['Michael Kovacevic', 'Ben Gordon', 'Grant Munro', 'Brian McLean']",4-1-4-1,9,['Mark Brown'],"['Stuart Kettlewell', 'Rocco Quinn', 'Graham Carey', 'Richard Brittain', 'Ivan Sproule']",0,13,7,Ross County,1,2.8,2.5,3.3
719,0,['Billy McKay'],6,"['David Raven', 'Gary Warren', 'Graeme Shinnie', 'Josh Meekings']",4-4-1-1,15,['Dean Brill'],"['Nick Ross', 'Ross Draper', 'Richie Foran', 'Aaron Doran', 'James Vincent']",0,5,4,Inverness C,3,2013-09-21,0,"['Calvin Zola Makongo', 'Cameron Smith']",8,"['Joe Shaughnessy', 'Mark Reynolds', 'Michael Hector', 'Andrew Considine']",4-4-2,18,['Jamie Langfield'],"['Peter Pawlett', 'Ryan Jack', 'Jonathan Hayes', 'Gregg Wylde']",0,10,3,Aberdeen,4,2.8,2.38,3.5
720,0,['Steven MacLean'],5,"['David Mackay', 'Frazer Wright', 'Steven Anderson', 'Brian Easton']",4-1-4-1,8,['Alan Mannus'],"['Chris Millar', 'Murray Davidson', 'Patrick Cregg', 'Gary McDonald', 'David Wotherspoon']",0,4,2,St Johnstone,3,2013-09-21,2,['Teemu Pukki'],5,"['Adam Matthews', 'Emilio Izaguirre', 'Efe Ambrose', 'Virgil van Dijk']",4-4-1-1,5,['Fraser Forster'],"['Scott Brown', 'Kris Commons', 'Anthony Stokes', 'Derk Boerrigter', 'Charles Mulgrew']",0,6,2,Celtic,1,7.0,1.4,4.75
721,0,"['Michael Gardyne', 'Kris Boyd']",5,"['Sean Clohessy', 'Darren Barr', 'Jeroen Tesselaar', 'Ismael Bouzid']",4-4-2,9,['Craig Samson'],"['Jackson Irvine', 'Barry Nicholson', 'Ibrahim Rabiu', 'Manuel Pascali']",0,7,3,Kilmarnock,4,2013-09-21,1,['Kris Doolan'],6,"['Aaron Sinclair', ""Stephen O'Donnel"", 'Aaron Muirhead', 'Conrad Balatoni']",4-4-1-1,7,['Scott Fox'],"['Isaac Osbourne', 'Steven Lawless', 'Sean Welsh', 'Kallum Higginbotham', 'Stuart Bannigan']",0,10,8,Partick,3,3.5,2.05,3.4
722,0,"['Gary Teale', 'Steven Thompson']",5,"['Danny Grainger', 'Marc McAusland', 'Jim Goodwin']",3-5-2,11,['Christopher Dilo'],"['Conor Newton', 'Gary Harkins', 'Paul McGowan', 'David van Zanten', 'Kenny McLean']",0,2,0,St Mirren,0,2013-09-21,1,"['Paul Heffernan', 'James Collins']",5,"['Lewis Stevenson', 'Paul Hanlon', 'Michael Nelson', 'Alan Maybury']",4-4-2,12,['Ben Williams'],"['Scott Robertson', 'Liam Craig', 'Kevin Thomson', 'Tom Taiwo']",0,12,6,Hibernian,2,3.4,2.1,3.4
