,away_FT_goals,away_atk,away_corners,away_def,away_formation,away_fouls,away_gk,away_mid,away_red,away_shots,away_shots_target,away_team,away_yellow,date,home_FT_goals,home_atk,home_corners,home_def,home_formation,home_fouls,home_gk,home_mid,home_red,home_shots,home_shots_target,home_team,home_yellow,B365A,B365H,B365D
1084,1,"['Adam Rooney', 'Niall McGinn']",10,"['Shaleum Logan', 'Ashton Taylor', 'Mark Reynolds', 'Andrew Considine']",4-4-2,12,['Jamie Langfield'],"['Willo Flood', 'Kenny McLean', 'Andrew Driver', 'Ryan Jack']",0,6,3,Aberdeen,1,2015-03-21,0,['David Clarkson'],2,"['Paul McGinn', 'James McPake', 'Thomas Konrad', 'Willie Dyer']",4-5-1,6,['Scott Bain'],"['Stephen McGinn', 'Kevin Thomson', 'Paul McGowan', 'Simon Ferry', 'Alex Harris']",0,6,2,Dundee FC,2,1.73,4.5,3.8
1085,0,"['Steven Thompson', 'Alan Gow']",1,"['Victor Genev', 'Jeroen Tesselaar', 'Jason Naismith', 'Jim Goodwin']",4-4-2,17,['Mark Ridgers'],"['Sean Kelly', 'James Dayton', 'Stephen Mallan', 'John McGinn']",0,6,2,St Mirren,1,2015-03-21,1,"['Brian Graham', 'Steven MacLean']",3,"['Frazer Wright', 'Brian Easton', 'David Mackay', 'Steven Anderson']",4-4-2,14,['Alan Mannus'],"[""Michael O'Halloran"", 'David Wotherspoon', 'Chris Millar', 'Murray Davidson']",0,13,4,St Johnstone,1,3.2,2.05,3.8
1086,0,['Nadir Ciftci'],5,"['John Souttar', 'Jaroslaw Fojut', 'Paul Dixon', 'Ryan McGowan']",4-5-1,10,['Radoslaw Cierzniak'],"['John Rankin', 'Calum Butcher', 'Blair Spittal', 'Charles Telfer', 'Paul Paton']",0,9,4,Dundee United,1,2015-03-21,3,['John Guidetti'],7,"['Jason Denayer', 'Virgil van Dijk', 'Emilio Izaguirre', 'Efe Ambrose']",4-2-3-1,10,['Craig Gordon'],"['Gary Mackay-Steven', 'Stefan Johansen', 'Stuart Armstrong', 'Nir Biton', 'Scott Brown']",0,12,5,Celtic,2,15.0,1.18,6.5
1087,0,"['Josh Magennis', 'Temitope Ayoluwa Obadeyi']",5,"['Lee Ashcroft', 'Manuel Pascali', 'Ross Barbour', ""Mark O'Hara""]",4-4-2,11,['Craig Samson'],"['Craig Slater', 'Darryl Westlake', 'Christopher Johnston', 'Nathan Eccleston']",0,16,4,Kilmarnock,2,2015-03-21,1,"['Craig Curran', 'Liam Boyce']",14,"['Scott Boyd', 'Paul Quinn', 'Jamie Reckord', 'Filip Kiss']",4-4-2,17,['Mark Brown'],"['Martin Woods', 'Raffaele De Vita', 'Michael Gardyne', 'Jackson Irvine']",0,18,10,Ross County,2,3.2,2.15,3.5
1088,0,['Marley Watkins'],4,"['David Raven', 'Gary Warren', 'Josh Meekings', 'Graeme Shinnie']",4-1-4-1,8,['Ryan Esson'],"['Ryan Christie', 'Daniel Devine', 'Danny Williams', 'Ross Draper', 'Greg Tansey']",0,2,1,Inverness C,0,2015-03-21,0,"['Kris Doolan', 'Ryan Stevenson']",9,"[""Stephen O'Donnel"", 'Frederik Frans', 'Conrad Balatoni', 'Callum Booth']",4-1-2-1-2,6,['Scott Fox'],"['Abdul Osman', 'James Craigen', 'Stuart Bannigan', 'Steven Lawless']",0,7,3,Partick,1,2.3,3.0,3.4
1089,0,"['Stuart Armstrong', 'Anthony Stokes']",5,"['Virgil van Dijk', 'Jason Denayer', 'Emilio Izaguirre', 'Adam Matthews']",4-4-2,10,['Craig Gordon'],"['James Forrest', 'Kris Commons', 'Scott Brown', 'Stefan Johansen']",0,13,7,Celtic,0,2015-04-03,0,['Yoann Arquin'],2,"['Marc McAusland', 'Victor Genev', 'Jeroen Tesselaar', 'Jason Naismith']",4-1-4-1,9,['Mark Ridgers'],"['Stephen Mallan', 'John McGinn', 'Kieran Sadlier', 'Jim Goodwin', 'James Dayton']",0,6,3,St Mirren,2,1.18,13.0,7.0
1090,0,['Brian Graham'],8,"['Brian Easton', 'David Mackay', 'Steven Anderson', 'Thomas Scobbie']",4-4-1-1,10,['Alan Mannus'],"['David Wotherspoon', ""Michael O'Halloran"", 'Chris Millar', 'Murray Davidson', 'Daniel Swanson']",0,8,3,St Johnstone,2,2015-04-04,1,['Nigel Hasselbaink'],1,"['Steven Hendrie', 'Ziggy Gordon', 'Michael Devlin', 'Martin Canning']",4-2-3-1,9,['Michael McGovern'],"['Alistair Crawford', 'Grant Gillespie', 'Darian MacKinnon', 'Lewis Longridge', 'Daniel Redmond']",1,9,2,Hamilton,1,2.4,2.9,3.25
1091,1,"['Liam Boyce', 'Craig Curran']",4,"['Marcus Fraser', 'Scott Boyd', 'Paul Quinn', 'Jamie Reckord']",4-4-2,14,['Mark Brown'],"['Filip Kiss', 'Jackson Irvine', 'Martin Woods', 'Raffaele De Vita']",0,4,3,Ross County,3,2015-04-04,1,['Nadir Ciftci'],3,"['Sean Dillon', 'John Souttar', 'Jaroslaw Fojut', 'Paul Dixon']",4-2-3-1,11,['Radoslaw Cierzniak'],"['Paul Paton', 'John Rankin', 'Aidan Connolly', 'Chris Erskine', 'Blair Spittal']",0,5,2,Dundee United,1,3.5,2.1,3.3
1092,0,"['Greg Stewart', 'David Clarkson']",1,"['James McPake', 'Thomas Konrad', 'Willie Dyer', 'Paul McGinn']",4-1-2-1-2,12,['Scott Bain'],"['Stephen McGinn', 'Paul McGowan', 'Simon Ferry', 'Kevin Thomson']",0,5,1,Dundee FC,2,2015-04-04,0,['Marley Watkins'],6,"['Gary Warren', 'Josh Meekings', 'Graeme Shinnie', 'David Raven']",4-4-1-1,22,['Ryan Esson'],"['Ross Draper', 'Greg Tansey', 'Nick Ross', 'Ryan Christie', 'Aaron Doran']",0,13,6,Inverness C,2,4.5,1.8,3.5
1093,0,"['Kris Doolan', 'Ryan Stevenson']",6,"['Callum Booth', ""Stephen O'Donnel"", 'Frederik Frans', 'Conrad Balatoni']",4-1-2-1-2,12,['Scott Fox'],"['Steven Lawless', 'James Craigen', 'Abdul Osman', 'Stuart Bannigan']",0,5,1,Partick,1,2015-04-04,0,['Adam Rooney'],4,"['Andrew Considine', 'Shaleum Logan', 'Ashton Taylor', 'Mark Reynolds']",4-4-1-1,8,['Jamie Langfield'],"['Jonathan Hayes', 'Kenny McLean', 'Lawrence Shankland', 'Willo Flood', 'Ryan Jack']",0,10,6,Aberdeen,1,6.0,1.5,4.33
1094,1,"['Scott McDonald', 'Lee Erwin']",9,"['Anthony Straker', 'Josh Law', 'Louis Laing', 'Stephen McManus']",4-4-2,11,['George Long'],"['Lionel Ainsworth', 'Keith Lasley', 'Stephen Pearson', 'Conor Grant']",0,14,9,Motherwell,3,2015-04-04,1,"['Lee Miller', 'Josh Magennis']",2,"['David Syme', 'Darryl Westlake', 'Ross Barbour', 'Lee Ashcroft']",4-4-2,12,['Craig Samson'],"['Christopher Johnston', ""Mark O'Hara"", 'Paul Cairney', 'Temitope Ayoluwa Obadeyi']",0,6,4,Kilmarnock,3,3.3,2.2,3.3
1095,0,['Steven MacLean'],5,"['Brian Easton', 'David Mackay', 'Frazer Wright', 'Steven Anderson']",4-4-1-1,16,['Alan Mannus'],"['James McFadden', 'Chris Millar', 'Simon Lappin', 'David Wotherspoon', ""Michael O'Halloran""]",0,6,2,St Johnstone,4,2015-04-07,0,"['Liam Boyce', 'Craig Curran']",5,"['Scott Boyd', 'Paul Quinn', 'Jamie Reckord', 'Marcus Fraser']",4-4-2,12,['Mark Brown'],"['Jackson Irvine', 'Martin Woods', 'Raffaele De Vita', 'Michael Gardyne']",0,13,2,Ross County,1,2.88,2.5,3.2
1096,0,['Yoann Arquin'],5,"['Victor Genev', 'Sean Kelly', 'Jason Naismith', 'Marc McAusland']",4-1-4-1,12,['Mark Ridgers'],"['Stephen Mallan', 'John McGinn', 'Jim Goodwin', 'James Dayton', 'Kieran Sadlier']",0,14,5,St Mirren,2,2015-04-07,3,"['Scott McDonald', 'Lee Erwin']",8,"['Stephen McManus', 'Anthony Straker', 'Josh Law', 'Louis Laing']",4-4-2,15,['George Long'],"['Marvin Johnson', 'Lionel Ainsworth', 'Keith Lasley', 'Stephen Pearson']",0,14,8,Motherwell,0,3.3,2.2,3.25
1097,0,['Ryan Stevenson'],4,"['Conrad Balatoni', 'Callum Booth', ""Stephen O'Donnel"", 'Frederik Frans']",4-5-1,8,['Scott Fox'],"['Abdul Osman', 'Steven Lawless', 'Kallum Higginbotham', 'James Craigen', 'Stuart Bannigan']",1,5,3,Partick,0,2015-04-08,1,"['John Guidetti', 'Stuart Armstrong']",6,"['Adam Matthews', 'Jason Denayer', 'Virgil van Dijk', 'Emilio Izaguirre']",4-4-2,6,['Craig Gordon'],"['Stefan Johansen', 'Gary Mackay-Steven', 'Kris Commons', 'Nir Biton']",0,18,7,Celtic,0,15.0,1.17,7.0
1098,0,['Marley Watkins'],3,"['David Raven', 'Gary Warren', 'Josh Meekings', 'Graeme Shinnie']",4-5-1,12,['Ryan Esson'],"['Ross Draper', 'Danny Williams', 'Greg Tansey', 'Nick Ross', 'Aaron Doran']",0,5,2,Inverness C,0,2015-04-08,0,['Adam Rooney'],6,"['Shaleum Logan', 'Ashton Taylor', 'Mark Reynolds', 'Andrew Considine']",4-4-1-1,8,['Scott Brown'],"['Willo Flood', 'Barry Robson', 'Jonathan Hayes', 'Peter Pawlett', 'Niall McGinn']",0,12,3,Aberdeen,2,4.75,1.75,3.6
1099,1,"['Chris Erskine', 'Henri Anier']",9,"['Jaroslaw Fojut', 'Paul Dixon', 'Ryan McGowan', 'Sean Dillon']",4-4-2,18,['Radoslaw Cierzniak'],"['Aidan Connolly', 'Nadir Ciftci', 'Calum Butcher', 'John Rankin']",0,9,4,Dundee United,4,2015-04-08,2,"['Greg Stewart', 'Paul Heffernan']",6,"['Thomas Konrad', 'Willie Dyer', 'Paul McGinn', 'James McPake']",4-4-2,15,['Scott Bain'],"['Stephen McGinn', 'Paul McGowan', 'Jim McAllister', 'Kevin Thomson']",0,7,7,Dundee FC,3,2.55,2.63,3.4
1100,1,['Leigh Griffiths'],9,"['Emilio Izaguirre', 'Efe Ambrose', 'Jason Denayer', 'Virgil van Dijk']",4-2-3-1,18,['Craig Gordon'],"['Gary Mackay-Steven', 'Scott Brown', 'Nir Biton', 'Stuart Armstrong', 'Stefan Johansen']",0,9,5,Celtic,3,2015-04-11,1,['Edward Ofere'],3,"['Graeme Shinnie', 'David Raven', 'Gary Warren', 'Josh Meekings']",4-2-3-1,18,['Dean Brill'],"['Danny Williams', 'Ross Draper', 'Greg Tansey', 'Marley Watkins', 'Ryan Christie']",0,4,1,Inverness C,4,1.45,6.5,4.5
1101,0,"['Nigel Hasselbaink', 'Alistair Crawford']",7,"['Darren Lyon', 'Steven Hendrie', 'Ziggy Gordon', 'Michael Devlin']",4-4-2,12,['Michael McGovern'],"['Dougie Imrie', 'Lewis Longridge', 'Grant Gillespie', 'Darian MacKinnon']",0,14,8,Hamilton,3,2015-04-11,0,['Nadir Ciftci'],1,"['Callum Morris', 'Paul Dixon', 'Ryan McGowan', 'John Souttar']",4-4-1-1,8,['Radoslaw Cierzniak'],"['Chris Erskine', 'Blair Spittal', 'Aidan Connolly', 'Paul Paton', 'Charles Telfer']",0,8,2,Dundee United,2,4.0,1.83,3.75
1102,0,"['Greg Stewart', 'David Clarkson']",2,"['Iain Davidson', 'Willie Dyer', 'Paul McGinn', 'Thomas Konrad']",4-4-2,13,['Scott Bain'],"['Stephen McGinn', 'Jim McAllister', 'Simon Ferry', 'Paul McGowan']",0,7,1,Dundee FC,1,2015-04-11,1,"['Brian Graham', 'Steven MacLean']",3,"['Steven Anderson', 'Brian Easton', 'David Mackay', 'Frazer Wright']",4-4-2,13,['Alan Mannus'],"[""Michael O'Halloran"", 'Chris Millar', 'Simon Lappin', 'David Wotherspoon']",0,8,5,St Johnstone,0,3.3,2.15,3.4
1103,0,"['Scott McDonald', 'John Sutton']",2,"['Josh Law', 'Louis Laing', 'Stephen McManus', 'Anthony Straker']",4-4-2,13,['George Long'],"['Lionel Ainsworth', 'Keith Lasley', 'Stephen Pearson', 'Lee Erwin']",1,3,2,Motherwell,1,2015-04-11,0,['Lyle Taylor'],2,"[""Stephen O'Donnel"", 'Frederik Frans', 'Conrad Balatoni', 'Callum Booth']",4-4-1-1,12,['Scott Fox'],"['Ryan Stevenson', 'Kallum Higginbotham', 'Abdul Osman', 'Stuart Bannigan', 'Steven Lawless']",0,12,7,Partick,2,3.6,2.05,3.4
1104,1,"['Jonathan Hayes', 'Adam Rooney']",13,"['Shaleum Logan', 'Donervon Daniels', 'Mark Reynolds', 'Andrew Considine']",4-4-2,6,['Scott Brown'],"['Willo Flood', 'Cameron Smith', 'Niall McGinn', 'Kenny McLean']",0,9,5,Aberdeen,0,2015-04-12,0,['Josh Magennis'],3,"[""Mark O'Hara"", 'Lee Ashcroft', 'David Syme', 'Darryl Westlake']",4-4-1-1,6,['Craig Samson'],"['Alexei Jr Eremenko', 'Christopher Johnston', 'Craig Slater', 'Sammy Clingan', 'Temitope Ayoluwa Obadeyi']",0,7,3,Kilmarnock,1,1.62,5.5,3.75
1105,1,"['Liam Boyce', 'Raffaele De Vita']",9,"['Jackson Irvine', 'Scott Boyd', 'Marcus Fraser', 'Jamie Reckord']",4-4-2,14,['Mark Brown'],"['Martin Woods', 'Craig Curran', 'Paul Quinn', 'Michael Gardyne']",0,17,7,Ross County,0,2015-04-13,0,"['Yoann Arquin', 'Gregg Wylde']",2,"['John McGinn', 'Marc McAusland', 'Jason Naismith', 'Sean Kelly']",4-4-2,10,['Mark Ridgers'],"['Jim Goodwin', 'Steven Thompson', 'Victor Genev', 'Stephen Mallan']",1,8,4,St Mirren,0,2.4,2.8,3.4
1106,0,"['Josh Magennis', 'Lee Miller']",1,"['Lee Ashcroft', 'David Syme', 'Darryl Westlake', ""Mark O'Hara""]",4-4-2,11,['Craig Samson'],"['Sammy Clingan', 'Temitope Ayoluwa Obadeyi', 'Paul Cairney', 'Craig Slater']",0,2,2,Kilmarnock,0,2015-04-15,0,"['James Forrest', 'John Guidetti']",5,"['Jason Denayer', 'Virgil van Dijk', 'Emilio Izaguirre', 'Adam Matthews']",4-4-2,7,['Craig Gordon'],"['Kris Commons', 'Stefan Johansen', 'Scott Brown', 'Nir Biton']",0,18,8,Celtic,0,15.0,1.17,7.0
1107,0,"['Nadir Ciftci', 'Mario Bilate']",2,"['Jaroslaw Fojut', 'Callum Morris', 'Calum Butcher']",3-5-2,9,['Radoslaw Cierzniak'],"['John Souttar', 'Charles Telfer', 'Chris Erskine', 'Paul Dixon', 'Ryan McGowan']",0,5,3,Dundee United,2,2015-04-18,1,['Adam Rooney'],13,"['Shaleum Logan', 'Ashton Taylor', 'Mark Reynolds', 'Andrew Considine']",4-4-1-1,9,['Scott Brown'],"['Kenny McLean', 'Jonathan Hayes', 'Willo Flood', 'Barry Robson', 'Niall McGinn']",1,9,2,Aberdeen,0,5.0,1.57,4.33
1108,1,['Leigh Griffiths'],10,"['Jason Denayer', 'Emilio Izaguirre', 'Efe Ambrose', 'Virgil van Dijk']",4-4-1-1,5,['Craig Gordon'],"['Stuart Armstrong', 'Gary Mackay-Steven', 'Nir Biton', 'Scott Brown', 'James Forrest']",0,17,6,Celtic,0,2015-04-22,0,"['Greg Stewart', 'Paul Heffernan']",3,"['James McPake', 'Willie Dyer', 'Paul McGinn', 'Thomas Konrad']",4-4-2,12,['Scott Bain'],"['Stephen McGinn', 'Simon Ferry', 'Jim McAllister', 'Alex Harris']",0,5,2,Dundee FC,2,1.25,12.0,5.5
1109,0,['Scott McDonald'],5,"['Anthony Straker', 'Josh Law', 'Louis Laing', 'Stephen McManus']",4-4-1-1,11,['George Long'],"['Lee Erwin', 'Lionel Ainsworth', 'Keith Lasley', 'Stephen Pearson', 'Marvin Johnson']",0,11,3,Motherwell,0,2015-04-24,1,['Jason Scotland'],6,"['Steven Hendrie', 'Darren Lyon', 'Michael Devlin', 'Garcia Tena']",4-4-1-1,11,['Michael McGovern'],"['Dougie Imrie', 'Lewis Longridge', 'Darian MacKinnon', 'Grant Gillespie', 'Alistair Crawford']",0,13,5,Hamilton,3,3.0,2.3,3.4
1110,0,['Adam Rooney'],5,"['Ashton Taylor', 'Mark Reynolds', 'Andrew Considine', 'Shaleum Logan']",4-4-1-1,13,['Scott Brown'],"['Ryan Jack', 'Jonathan Hayes', 'Kenny McLean', 'Niall McGinn', 'Willo Flood']",0,6,4,Aberdeen,1,2015-04-25,0,"['Edward Ofere', 'Marley Watkins']",6,"['Gary Warren', 'Josh Meekings', 'Graeme Shinnie', 'David Raven']",4-4-2,10,['Ryan Esson'],"['Ryan Christie', 'Danny Williams', 'Nick Ross', 'Greg Tansey']",0,6,5,Inverness C,0,2.3,2.88,3.6
1111,0,"['Brian Graham', 'Steven MacLean']",2,"['David Mackay', 'Frazer Wright', 'Thomas Scobbie', 'David Wotherspoon']",4-4-2,9,['Alan Mannus'],"['Murray Davidson', 'Chris Millar', 'Gary Miller', 'Daniel Swanson']",0,3,1,St Johnstone,1,2015-04-25,0,"['Paul Heffernan', 'David Clarkson']",1,"['Paul McGinn', 'Thomas Konrad', 'James McPake', 'Willie Dyer']",4-4-2,12,['Scott Bain'],"['Kevin Thomson', 'Paul McGowan', 'Jim McAllister', 'Greg Stewart']",1,5,3,Dundee FC,0,2.63,2.75,3.1
1112,0,"['Josh Magennis', 'Nathan Eccleston']",6,"['Lee Ashcroft', 'Ross Barbour', ""Mark O'Hara"", 'Manuel Pascali']",4-4-2,16,['Craig Samson'],"['Craig Slater', 'Temitope Ayoluwa Obadeyi', 'Christopher Johnston', 'Sammy Clingan']",0,13,6,Kilmarnock,3,2015-04-25,2,['Steven Thompson'],12,"['Jeroen Tesselaar', 'Sean Kelly', 'Jason Naismith', 'Jack Baird']",4-4-1-1,6,['Mark Ridgers'],"['Stephen Mallan', 'Gregg Wylde', 'Kieran Sadlier', 'Thomas Reilly', 'James Dayton']",0,14,6,St Mirren,1,2.3,2.8,3.6
1113,1,"['Ryan Stevenson', 'Lyle Taylor']",6,"['Frederik Frans', 'Conrad Balatoni', 'Callum Booth', ""Stephen O'Donnel""]",4-4-2,12,['Scott Fox'],"['Steven Lawless', 'Kallum Higginbotham', 'Abdul Osman', 'Stuart Bannigan']",0,12,7,Partick,0,2015-04-25,1,"['Liam Boyce', 'Craig Curran']",2,"['Scott Boyd', 'Paul Quinn', 'Jamie Reckord', 'Marcus Fraser']",4-4-2,9,['Mark Brown'],"['Martin Woods', 'Raffaele De Vita', 'Michael Gardyne', 'Filip Kiss']",0,1,1,Ross County,2,2.7,2.4,3.6
1114,0,['Leigh Griffiths'],11,"['Emilio Izaguirre', 'Adam Matthews', 'Virgil van Dijk', 'Jason Denayer']",4-2-3-1,8,['Craig Gordon'],"['Stefan Johansen', 'Stuart Armstrong', 'Nir Biton', 'Scott Brown', 'Kris Commons']",0,8,5,Celtic,1,2015-04-26,0,['Robbie Muirhead'],3,"['Paul Dixon', 'Ryan McGowan', 'Jaroslaw Fojut', 'Callum Morris']",4-2-3-1,4,['Radoslaw Cierzniak'],"['Charles Telfer', 'Chris Erskine', 'John Souttar', 'John Rankin', 'Blair Spittal']",0,5,3,Dundee United,1,1.33,9.0,5.0
1115,0,['Luka Tankulic'],2,"['Willie Dyer', 'Paul McGinn', 'Thomas Konrad', 'James McPake']",4-5-1,10,['Scott Bain'],"['Kevin Thomson', 'Jim McAllister', 'Alex Harris', 'Stephen McGinn', 'Simon Ferry']",0,6,3,Dundee FC,0,2015-05-01,2,"['Gary Mackay-Steven', 'Leigh Griffiths']",6,"['Emilio Izaguirre', 'Efe Ambrose', 'Jason Denayer', 'Virgil van Dijk']",4-4-2,9,['Craig Gordon'],"['Stefan Johansen', 'Nir Biton', 'Scott Brown', 'Kris Commons']",0,19,6,Celtic,1,23.0,1.13,7.5
1116,1,"['Craig Curran', 'Liam Boyce']",5,"['Scott Boyd', 'Jamie Reckord', 'Marcus Fraser', 'Paul Quinn']",4-4-2,12,['Mark Brown'],"['Raffaele De Vita', 'Michael Gardyne', 'Martin Woods', 'Jackson Irvine']",0,6,4,Ross County,2,2015-05-02,1,"['Lee Erwin', 'Scott McDonald']",10,"[""Mark O'Brien"", 'Steven Hammell', 'Josh Law', 'Stephen McManus']",4-4-2,21,['George Long'],"['Conor Grant', 'Marvin Johnson', 'Keith Lasley', 'Stephen Pearson']",0,7,5,Motherwell,4,2.5,2.7,3.4
1117,1,"['Lewis Longridge', 'Jason Scotland']",5,"['Garcia Tena', 'Kieran MacDonald', 'Darren Lyon', 'Michael Devlin']",4-4-2,8,['Michael McGovern'],"['Alistair Crawford', 'Grant Gillespie', 'Darian MacKinnon', 'Dougie Imrie']",0,11,7,Hamilton,2,2015-05-02,1,['Josh Magennis'],5,"['Manuel Pascali', 'Ross Barbour', ""Mark O'Hara"", 'Lee Ashcroft']",4-4-1-1,9,['Craig Samson'],"['Christopher Johnston', 'Alexei Jr Eremenko', 'Rory McKenzie', 'Sammy Clingan', 'Craig Slater']",0,9,4,Kilmarnock,2,2.75,2.3,3.6
1118,0,['Adam Rooney'],5,"['Shaleum Logan', 'Ashton Taylor', 'Mark Reynolds', 'Andrew Considine']",4-4-1-1,9,['Scott Brown'],"['Peter Pawlett', 'Niall McGinn', 'Willo Flood', 'Ryan Jack', 'Jonathan Hayes']",0,6,1,Aberdeen,2,2015-05-02,1,"['Robbie Muirhead', 'Nadir Ciftci']",6,"['Ryan McGowan', 'Jaroslaw Fojut', 'Callum Morris', 'Paul Dixon']",4-4-2,16,['Radoslaw Cierzniak'],"['Blair Spittal', 'John Rankin', 'John Souttar', 'Charles Telfer']",0,8,4,Dundee United,2,1.83,4.0,3.75
1119,0,"['Gregg Wylde', 'Steven Thompson']",0,"['Sean Kelly', 'Jeroen Tesselaar', 'Jason Naismith', 'Jack Baird']",4-4-2,5,['Mark Ridgers'],"['Kieran Sadlier', 'Stephen Mallan', 'Thomas Reilly', 'James Dayton']",0,4,0,St Mirren,1,2015-05-02,0,"['Kallum Higginbotham', 'Lyle Taylor']",11,"['Conrad Balatoni', 'Callum Booth', ""Stephen O'Donnel"", 'Frederik Frans']",4-4-2,8,['Scott Fox'],"['Ryan Stevenson', 'Stuart Bannigan', 'Abdul Osman', 'Steven Lawless']",0,11,5,Partick,2,5.5,1.57,4.0
1120,0,"['Edward Ofere', 'Marley Watkins']",3,"['Gary Warren', 'Josh Meekings', 'Graeme Shinnie', 'David Raven']",4-4-2,21,['Ryan Esson'],"['James Vincent', 'Greg Tansey', 'Danny Williams', 'Aaron Doran']",1,6,3,Inverness C,3,2015-05-02,0,['Steven MacLean'],5,"['Steven Anderson', 'Thomas Scobbie', 'Gary Miller', 'David Mackay']",4-4-1-1,16,['Alan Mannus'],"['Murray Davidson', 'Chris Millar', ""Michael O'Halloran"", 'David Wotherspoon', 'Daniel Swanson']",0,5,1,St Johnstone,5,2.4,2.7,3.6
1121,1,"['Nadir Ciftci', 'Robbie Muirhead']",4,"['Callum Morris', 'Paul Dixon', 'Ryan McGowan', 'Jaroslaw Fojut']",4-4-2,15,['Radoslaw Cierzniak'],"['Blair Spittal', 'Charles Telfer', 'John Rankin', 'John Souttar']",0,7,2,Dundee United,2,2015-05-05,2,"['Danny Williams', 'Edward Ofere']",4,"['Daniel Devine', 'Graeme Shinnie', 'Josh Meekings', 'Gary Warren']",4-4-2,14,['Ryan Esson'],"['James Vincent', 'Ross Draper', 'Greg Tansey', 'Marley Watkins']",0,9,3,Inverness C,1,4.2,1.85,3.5
1122,0,"['Josh Magennis', 'Lee Miller']",5,"['Manuel Pascali', 'Darryl Westlake', 'Ross Barbour', 'Lee Ashcroft']",4-4-2,12,['Craig Samson'],"['Sammy Clingan', 'Rory McKenzie', 'Paul Cairney', 'Jamie Hamill']",0,10,3,Kilmarnock,4,2015-05-08,2,"['Lee Erwin', 'Scott McDonald']",7,"['Stephen McManus', 'Steven Hammell', 'Simon Ramsden', ""Mark O'Brien""]",4-4-2,11,['George Long'],"['Keith Lasley', 'Marvin Johnson', 'Conor Grant', 'Stephen Pearson']",0,18,9,Motherwell,1,3.3,2.1,3.5
1123,0,"['Chris Erskine', 'Robbie Muirhead']",6,"['Callum Morris', 'Paul Dixon', 'Sean Dillon', 'Jaroslaw Fojut']",4-4-2,9,['Radoslaw Cierzniak'],"['Calum Butcher', 'Nadir Ciftci', 'John Souttar', 'John Rankin']",0,13,3,Dundee United,3,2015-05-09,0,"['Steven MacLean', ""Michael O'Halloran""]",7,"['Steven Anderson', 'Thomas Scobbie', 'David Mackay', 'Frazer Wright']",4-4-2,13,['Alan Mannus'],"['Murray Davidson', 'Daniel Swanson', 'David Wotherspoon', 'Chris Millar']",0,9,3,St Johnstone,3,3.0,2.3,3.4
1124,1,['Steven Thompson'],5,"['Jason Naismith', 'Jack Baird', 'Sean Kelly', 'Jeroen Tesselaar']",4-4-1-1,11,['Mark Ridgers'],"['Stephen Mallan', 'Gregg Wylde', 'Alan Gow', 'James Dayton', 'Thomas Reilly']",0,7,2,St Mirren,1,2015-05-09,1,"['Liam Boyce', 'Craig Curran']",6,"['Jamie Reckord', 'Scott Boyd', 'Marcus Fraser', 'Paul Quinn']",4-4-2,9,['Mark Brown'],"['Tony Dingwall', 'Martin Woods', 'Michael Gardyne', 'Jackson Irvine']",1,18,5,Ross County,2,5.0,1.57,4.33
1125,1,"['Marley Watkins', 'Edward Ofere']",8,"['Josh Meekings', 'Gary Warren', 'Daniel Devine', 'Graeme Shinnie']",4-4-2,20,['Ryan Esson'],"['Ross Draper', 'Ryan Christie', 'Danny Williams', 'Greg Tansey']",0,4,2,Inverness C,2,2015-05-09,0,"['Greg Stewart', 'Luka Tankulic']",8,"['Thomas Konrad', 'Willie Dyer', 'Paul McGinn', 'James McPake']",4-4-2,13,['Kyle Letheren'],"['Kevin Thomson', 'Jim McAllister', 'Stephen McGinn', 'Paul McGowan']",0,11,6,Dundee FC,1,2.1,3.3,3.5
1126,0,"['Kallum Higginbotham', 'Lyle Taylor']",4,"['Conrad Balatoni', 'Frederik Frans', ""Stephen O'Donnel"", 'Callum Booth']",4-4-2,10,['Scott Fox'],"['Steven Lawless', 'Ryan Stevenson', 'James Craigen', 'Stuart Bannigan']",0,6,4,Partick,0,2015-05-09,0,['Jason Scotland'],4,"['Darren Lyon', 'Michael Devlin', 'Garcia Tena', 'Kieran MacDonald']",4-4-1-1,14,['Michael McGovern'],"['Dougie Imrie', 'Grant Gillespie', 'Lewis Longridge', 'Alistair Crawford', 'Darian MacKinnon']",0,9,3,Hamilton,2,2.4,2.8,3.4
1127,0,"['Stuart Armstrong', 'Leigh Griffiths']",1,"['Virgil van Dijk', 'Emilio Izaguirre', 'Darnell Fisher', 'Jason Denayer']",4-4-2,16,['Craig Gordon'],"['Kris Commons', 'Stefan Johansen', 'Nir Biton', 'Scott Brown']",0,12,7,Celtic,1,2015-05-10,0,['Adam Rooney'],5,"['Mark Reynolds', 'Andrew Considine', 'Shaleum Logan', 'Ashton Taylor']",4-4-1-1,11,['Scott Brown'],"['Barry Robson', 'Niall McGinn', 'Kenny McLean', 'Jonathan Hayes', 'Ryan Jack']",0,8,3,Aberdeen,3,1.73,4.33,4.0
